するめ,スルメ,surume
さんそ,酸素,sannso
ぷりん,プリン,purin
わさび,ワサビ,wasabi
かっぱ,カッパ,kappa
まっち,マッチ,matti
あー！,あー！,a-!
わー！,わー！,wa-!
とんぼ,トンボ,tonnbo
でんわ,電話,denwa
すずめ,スズメ,suzume
れたす,レタス,retasu
ばけつ,バケツ,baketu
ぼーる,ボール,bo-ru
めがね,眼鏡,megane
ことり,小鳥,kotori
ひっし,必死,hissi
なまず,ナマズ,namazu
あさり,アサリ,asari
しじみ,シジミ,sizimi
むしば,虫歯,musiba
しっぽ,尻尾,sitpo
ばっと,バット,batto
ぼきん,募金,bokin
うさぎ,ウサギ,usagi
あひる,アヒル,ahiru
ひつじ,ヒツジ,hituzi
つくえ,机,tukue
あいす,アイス,aisu
はなび,花火,hanabi
おやつ,おやつ,oyatu
みるく,ミルク,miruku
こっぷ,コップ,koppu
おふろ,お風呂,ohuro
さくら,桜,sakura
わごむ,輪ゴム,wagomu
めいし,名刺,meisi
のーと,ノート,no-to
くるま,車,kuruma
きっく,キック,kikku
すきー,スキー,suki
しまい,姉妹,simai
りぼん,リボン,ribon
ずぼん,ズボン,zubon
ぶーつ,ブーツ,bu-tu
りんご,りんご,ringo
こあら,コアラ,koara
れんず,レンズ,renzu
だいや,ダイヤ,daiya
するめ,するめ,surume
かれー,カレー,kare-
めろん,メロン,meron
めだか,メダカ,medaka
ねごと,寝言,negoto
ふいうち,不意打ち,huiuti
くまげら,クマゲラ,kumagera
むささび,ムササビ,musasabi
すぺいん,スペイン,supein
ちちのひ,父の日,titinohi
さざなみ,さざなみ,sazanami
しょどう,書道,shodou
たちよみ,立ち読み,tatiyomi
びしょう,微笑,bishou
おかりな,オカリナ,okarina
ふじさん,富士山,huzisan
しきしゃ,指揮者,sikisya
ぱぱいや,パパイヤ,papaiya
どりあん,ドリアン,dorian
こーひー,コーヒー,ko-hi-
ししゃも,ししゃも,sisyamo
たこやき,たこ焼き,takoyaki
とびっこ,トビッコ,tobikko
やきゅう,野球,yakyuu
おむれつ,オムレツ,omuretu
ぐろーぶ,グローブ,guro-bu
にんじゃ,忍者,ninja
きばせん,騎馬戦,kibasen
わたがし,綿菓子,watagasi
らーめん,ラーメン,ra-men
よーよー,ヨーヨー,yo-yo-
かおもじ,顔文字,kaomozi
こしあん,こしあん,kosian
つぶあん,つぶあん,tubuan
たいふう,台風,taihuu
そぷらの,ソプラノ,sopurano
いのしし,イノシシ,inosisi
ぶらんど,ブランド,burando
あぼかど,アボカド,abokado
おれんじ,オレンジ,orenzi
めんせき,面積,menseki
たんぽぽ,たんぽぽ,tannpopo
うめしゅ,梅酒,umesyu
たぴおか,タピオカ,tapioka
かんふー,カンフー,kanhu
てぬぐい,てぬぐい,tenugui
あいこん,アイコン,aikon
しまうま,シマウマ,simauma
らいおん,ライオン,raion
ろうそく,ろうそく,rousoku
くつした,靴下,kutusita
きんぱつ,金髪,kinnpatu
けんだま,けんだま,kendama
かにたま,かに玉,kanitama
ぼくとう,木刀,bokuto
せんしゃ,洗車,sensya
あかがい,赤貝,akagai
あまえび,甘エビ,amaebi
うぐいす,ウグイス,uguisu
いやーん,イヤーン,iya-nn
えんがわ,えんがわ,engawa
おおとろ,大トロ,otoro
かずのこ,数の子,kazunoko
さーもん,サーモン,sa-monn
すーぱー,スーパー,su-pa-
すらいむ,スライム,suraimu
でこぴん,でこピン,dekopin
あざらし,アザラシ,azarasi
ねぎとろ,ネギとろ,negitoro
はんせい,反省,hansei
きんぎょ,金魚,kingyo
ざりがに,ザリガニ,zarigani
みじんこ,ミジンコ,mizinko
しんばし,新橋,sinnbasi
はちみつ,蜂蜜,hatimitu
かんぱち,カンパチ,kannpati
しょうゆ,醤油,syouyu
すきやき,スキヤキ,sukiyaki
すずむし,鈴虫,suzumusi
きゃー！,キャー！,kya-！
なまはむ,生ハム,namahamu
ちゃいむ,チャイム,tyaimu
さーかす,サーカス,sa-kasu
きゃべつ,キャベツ,kyabetu
そうじき,掃除機,soziki
あおぞら,青空,aozora
おにぎり,おにぎり,onigiri
ふうりん,風鈴,huurin
ぼーなす,ボーナス,bo-nasu
ちきゅう,地球,tikyuu
きゃんぷ,キャンプ,kyannpu
はくしゅ,拍手,hakusyu
だいこん,大根,daikon
しんかい,深海,sinkai
がっこう,学校,gakkou
くりっく,クリック,kurikku
ちょきん,貯金,cyokin
にわとり,ニワトリ,niwatori
ごーる！,ゴール！,go-ru！
おまつり,お祭り,omaturi
しゃべる,シャベル,syaberu
すこっぷ,スコップ,sukoppu
はつゆめ,初夢,hatuyume
くっきー,クッキー,kukki-
こーひー,コーヒー,ko-hi-
こうちゃ,紅茶,koutya
せんとう,銭湯,sentou
おはなみ,お花見,ohanami
けしごむ,消しゴム,kesigomu
べてらん,べテラン,beteran
かまくら,かまくら,kamakura
たいまー,タイマー,taima-
ばんぱー,バンパー,bannpa-
ながぐつ,長靴,nagagutu
さっかー,サッカー,sakka-
すけーと,スケート,suke-to
ばってら,バッテラ,battera
ぎちょう,議長,gityou
ねくたい,ネクタイ,nekutai
かぼちゃ,かぼちゃ,kabotya
こくばん,黒板,kokuban
わるぢえ,悪知恵,waruzie
かんけり,缶蹴り,kankeri
